,REPORT,CATEGORY
1016,"shadyac , who belongs with the damned for perpetrating patch adams , trots out every ghost trick from the sixth sense to the mothman prophecies . ",0
1017,"the photographer's show-don't-tell stance is admirable , but it can make him a problematic documentary subject . ",0
1018,it is not the first time that director sara sugarman stoops to having characters drop their pants for laughs and not the last time she fails to provoke them . ,0
1019,i'd be hard pressed to think of a film more cloyingly sappy than evelyn this year . ,0
1020,nothing more than an amiable but unfocused bagatelle that plays like a loosely-connected string of acting-workshop exercises . ,0
1021,meanders between its powerful moments . ,0
1022,"what remains is a variant of the nincompoop benigni persona , here a more annoying , though less angry version of the irresponsible sandlerian manchild , undercut by the voice of the star of road trip . ",0
1023,a backhanded ode to female camaraderie penned by a man who has little clue about either the nature of women or of friendship . ,0
1024,"pure of intention and passably diverting , his secret life is light , innocuous and unremarkable . ",0
1025, . . . delivers few moments of inspiration amid the bland animation and simplistic story . ,0
1026,"take away the controversy , and it's not much more watchable than a mexican soap opera . ",0
1027,"it's got the brawn , but not the brains . ",0
1028,mindless and boring martial arts and gunplay with too little excitement and zero compelling storyline . ,0
1029,"a lot of talent is wasted in this crass , low-wattage endeavor . ",0
1030,to show these characters in the act and give them no feelings of remorse -- and to cut repeatedly to the flashback of the original rape -- is overkill to the highest degree . ,0
1031,[t]oo many of these gross out scenes . . . ,0
1032,about one in three gags in white's intermittently wise script hits its mark ; the rest are padding unashamedly appropriated from the teen-exploitation playbook . ,0
1033,little is done to support the premise other than fling gags at it to see which ones shtick . ,0
1034,"reno does what he can in a thankless situation , the film ricochets from humor to violence and back again , and ryoko hirosue makes us wonder if she is always like that . ",0
1035,"if jews were catholics , this would be catechism",0
1036,one of those films that seems tailor made to air on pay cable to offer some modest amusements when one has nothing else to watch . ,0
1037,the big ending surprise almost saves the movie . it's too bad that the rest isn't more compelling . ,0
1038,"charming , if overly complicated . . . ",0
1039,schneider's mugging is relentless and his constant need to suddenly transpose himself into another character undermines the story's continuity and progression . ,0
1040,"all very stylish and beautifully photographed , but far more trouble than it's worth , with fantasy mixing with reality and actors playing more than one role just to add to the confusion . ",0
1041,it's probably not easy to make such a worthless film . . . ,0
1042,"hope keeps arising that the movie will live up to the apparent skills of its makers and the talents of its actors , but it doesn't . ",0
1043,"has no reason to exist , other than to employ hollywood kids and people who owe favors to their famous parents . ",0
1044,"for a guy who has waited three years with breathless anticipation for a new hal hartley movie to pore over , no such thing is a big letdown . ",0
1045,constantly slips from the grasp of its maker . ,0
1046,smothered by its own solemnity . ,0
1047,'christian bale's quinn [is] a leather clad grunge-pirate with a hairdo like gandalf in a wind-tunnel and a simply astounding cor-blimey-luv-a-duck cockney accent . ',0
1048,might be one of those vanity projects in which a renowned filmmaker attempts to show off his talent by surrounding himself with untalented people . ,0
1049,"after you laugh once ( maybe twice ) , you will have completely forgotten the movie by the time you get back to your car in the parking lot . ",0
1050,not one moment in the enterprise didn't make me want to lie down in a dark room with something cool to my brow . ,0
1051,"in the era of the sopranos , it feels painfully redundant and inauthentic . ",0
1052,"the overall vibe is druggy and self-indulgent , like a spring-break orgy for pretentious arts majors . ",0
1053,breen's script is sketchy with actorish notations on the margin of acting . ,0
1054,"there's no question that epps scores once or twice , but it's telling that his funniest moment comes when he falls about ten feet onto his head . ",0
1055,if only merchant paid more attention the story . ,0
1056,"at the one-hour mark , herzog simply runs out of ideas and the pace turns positively leaden as the movie sputters to its inevitable tragic conclusion . ",0
1057, . . . too contrived to be as naturally charming as it needs to be . ,0
1058,"a simpler , leaner treatment would have been preferable ; after all , being about nothing is sometimes funnier than being about something . ",0
1059,"the characters are based on stock clichés , and the attempt to complicate the story only defies credibility . ",0
1060,everything about it from the bland songs to the colorful but flat drawings is completely serviceable and quickly forgettable . ,0
1061,"not the great american comedy , but if you liked the previous movies in the series , you'll have a good time with this one too . ",0
1062,a domestic melodrama with weak dialogue and biopic cliches . ,0
1063,"mr . goyer's loose , unaccountable direction is technically sophisticated in the worst way . ",0
1064,the movie is so thoughtlessly assembled . ,0
1065,"benigni presents himself as the boy puppet pinocchio , complete with receding hairline , weathered countenance and american breckin meyer's ridiculously inappropriate valley boy voice . ",0
1066,plays like some corny television production from a bygone era,0
1067,the end result is like cold porridge with only the odd enjoyably chewy lump . ,0
1068,"for all the charm of kevin kline and a story that puts old-fashioned values under the microscope , there's something creepy about this movie . ",0
1069,"i was feeling this movie until it veered off too far into the exxon zone , and left me behind at the station looking for a return ticket to realism . ",0
1070,"producer john penotti surveyed high school students . . . and came back with the astonishing revelation that "" they wanted to see something that didn't talk down to them . "" ignoring that , he made swimfan anyway",0
1071,"naipaul fans may be disappointed . those who are not acquainted with the author's work , on the other hand , may fall fast asleep . ",0
1072,"hoffman waits too long to turn his movie in an unexpected direction , and even then his tone retains a genteel , prep-school quality that feels dusty and leatherbound . ",0
1073,"if you're a crocodile hunter fan , you'll enjoy at least the "" real "" portions of the film . if you're looking for a story , don't bother . ",0
1074,"full frontal had no effect and elicited no sympathies for any of the characters . by that measure , it is a failure . ",0
1075,a baffling mixed platter of gritty realism and magic realism with a hard-to-swallow premise . ,0
1076,"an affable but undernourished romantic comedy that fails to match the freshness of the actress-producer and writer's previous collaboration , miss congeniality . ",0
1077,"sometimes this modest little number clicks , and sometimes it doesn't . ",0
1078,"like a pack of dynamite sticks , built for controversy . the film is explosive , but a few of those sticks are wet . ",0
1079,has its charming quirks and its dull spots . ,0
1080,"an admitted egomaniac , evans is no hollywood villain , and yet this grating showcase almost makes you wish he'd gone the way of don simpson . ",0
1081,"the audience when i saw this one was chuckling at all the wrong times , and that's a bad sign when they're supposed to be having a collective heart attack . ",0
1082,everyone's to blame here . ,0
1083,you get the impression that writer and director burr steers knows the territory . . . but his sense of humor has yet to lose the smug self-satisfaction usually associated with the better private schools . ,0
1084,less a study in madness or love than a study in schoolgirl obsession . ,0
1085,rice never clearly defines his characters or gives us a reason to care about them . ,0
1086,"it's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script , unimpressive acting and indifferent direction . ",0
1087,"a slight and obvious effort , even for one whose target demographic is likely still in the single digits , age-wise . ",0
1088,sex with strangers will shock many with its unblinking frankness . but what is missing from it all is a moral . what is the filmmakers' point ? why did they deem it necessary to document all this emotional misery ? ,0
1089,"you see robin williams and psycho killer , and you think , hmmmmm . you see the movie and you think , zzzzzzzzz . ",0
1090,"downright transparent is the script's endless assault of embarrassingly ham-fisted sex jokes that reek of a script rewrite designed to garner the film a "" cooler "" pg-13 rating . ",0
1091,the movie slides downhill as soon as macho action conventions assert themselves . ,0
1092,"formulaic to the 51st power , more like . ",0
1093,draggin' about dragons,0
1094,"howard and his co-stars all give committed performances , but they're often undone by howard's self-conscious attempts to find a 'literary' filmmaking style to match his subject . ",0
1095,"a respectable but uninspired thriller that's intelligent and considered in its details , but ultimately weak in its impact . ",0
1096,"jones helps breathe some life into the insubstantial plot , but even he is overwhelmed by predictability . ",0
1097,the movie just has too much on its plate to really stay afloat for its just under ninety minute running time . ,0
1098,"comes off more like a misdemeanor , a flat , unconvincing drama that never catches fire . ",0
1099,cinematic poo . ,0
1100,offers absolutely nothing i hadn't already seen . ,0
1101," "" analyze that "" is one of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original . ",0
1102,"you might say tykwer has done all that heaven allows , if you wanted to make as anti-kieslowski a pun as possible . suffice to say its total promise is left slightly unfulfilled . ",0
1103,"complex , sinuously plotted and , somehow , off-puttingly cold . ",0
1104,"first-time writer-director dylan kidd also has a good ear for dialogue , and the characters sound like real people . ",0
1105," . . . an airless , prepackaged julia roberts wannabe that stinks so badly of hard-sell image-mongering you'll wonder if lopez's publicist should share screenwriting credit . ",0
1106,"goldmember has none of the visual wit of the previous pictures , and it looks as though jay roach directed the film from the back of a taxicab . ",0
1107,could as easily have been called 'under siege 3 : in alcatraz' . . . a cinematic corpse that never springs to life . ,0
1108,in comparison to his earlier films it seems a disappointingly thin slice of lower-class london life ; despite the title . . . amounts to surprisingly little . ,0
1109,lame sweet home leaves no southern stereotype unturned . ,0
1110,"slow , dry , poorly cast , but beautifully shot . ",0
1111,"the jokes are sophomoric , stereotypes are sprinkled everywhere and the acting ranges from bad to bodacious . ",0
1112,"will give many ministers and bible-study groups hours of material to discuss . but mainstream audiences will find little of interest in this film , which is often preachy and poorly acted . ",0
1113,"in its chicken heart , crush goes to absurd lengths to duck the very issues it raises . ",0
1114,this long and relentlessly saccharine film is a clear case of preaching to the converted . ,0
1115,the film is flat . ,0
1116,the movie is a lumbering load of hokum but . . . it's at least watchable . ,0
1117,it's a boom-box of a movie that might have been titled 'the loud and the ludicrous' . . . the pandering to a moviegoing audience dominated by young males is all too calculated . ,0
1118,"an unbelievably stupid film , though occasionally fun enough to make you forget its absurdity . ",0
1119,the first fatal attraction was vile enough . do we really need the tiger beat version ? ,0
1120,"this bond film goes off the beaten path , not necessarily for the better . ",0
1121,the problem is that the movie has no idea of it is serious or not . ,0
1122,"when the fire burns out , we've only come face-to-face with a couple dragons and that's where the film ultimately fails . ",0
1123,it would work much better as a one-hour tv documentary . ,0
1124,the elements were all there but lack of a pyschological center knocks it flat . ,0
1125,anemic chronicle of money grubbing new yorkers and their serial loveless hook ups . ,0
1126,simply doesn't have sufficient heft to justify its two-hour running time . ,0
1127,an unsuccessful attempt at a movie of ideas . ,0
1128,"queen of the damned as you might have guessed , makes sorry use of aaliyah in her one and only starring role -- she does little here but point at things that explode into flame . ",0
1129,"this toothless dog , already on cable , loses all bite on the big screen . ",0
1130,"it made me feel unclean , and i'm the guy who liked there's something about mary and both american pie movies . oh , and booty call . ",0
1131,"not only is it hokey , manipulative and as bland as wonder bread dipped in milk , but it also does the absolute last thing we need hollywood doing to us : it preaches . ",0
1132,"it's so crammed with scenes and vistas and pretty moments that it's left a few crucial things out , like character development and coherence . ",0
1133,serving sara should be served an eviction notice at every theater stuck with it . ,0
1134,director roger michell does so many of the little things right that it's difficult not to cuss him out severely for bungling the big stuff . ,0
1135,"a loud , low-budget and tired formula film that arrives cloaked in the euphemism 'urban drama . '",0
1136,"the movie has a script ( by paul pender ) made of wood , and it's relentlessly folksy , a procession of stagy set pieces stacked with binary oppositions . ",0
1137,"a pathetic exploitation film that tries to seem sincere , and just seems worse for the effort . ",0
1138,"at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill . ",0
1139,"despite some charm and heart , this quirky soccer import is forgettable",0
1140,"meyjes's movie , like max rothman's future , does not work . ",0
1141,what's needed so badly but what is virtually absent here is either a saving dark humor or the feel of poetic tragedy . ,0
1142,schneidermeister . . . makin' a fool of himself . . . losin' his fan base . . . ,0
1143,"an ambitious , serious film that manages to do virtually everything wrong ; sitting through it is something akin to an act of cinematic penance . ",0
1144,not once does it come close to being exciting . ,0
1145,"a frankenstein mishmash that careens from dark satire to cartoonish slapstick , bartleby performs neither one very well . ",0
1146,"it plays like a big-budget , after-school special with a generous cast , who at times lift the material from its well-meaning clunkiness . ",0
1147,there's something not entirely convincing about the quiet american . and that holds true for both the movie and the title character played by brendan fraser . ,0
1148,one of those strained caper movies that's hardly any fun to watch and begins to vaporize from your memory minutes after it ends . ,0
1149,needed a little less bling-bling and a lot more romance . ,0
1150,"the ending doesn't work . . . but most of the movie works so well i'm almost recommending it , anyway -- maybe not to everybody , but certainly to people with a curiosity about how a movie can go very right , and then step wrong . ",0
1151,it's hard to believe these jokers are supposed to have pulled off four similar kidnappings before . ,0
1152,i'm not exactly sure what this movie thinks it is about . ,0
1153,cal is an unpleasantly shallow and immature character with whom to spend 110 claustrophobic minutes . ,0
1154,so brisk is wang's pacing that none of the excellent cast are given air to breathe . ,0
1155,"the bottom line , at least in my opinion , is imposter makes a better short story than it does a film . ",0
1156,"some elements of it really blow the big one , but other parts are decent . ",0
1157,it is just too bad the film's story does not live up to its style . ,0
1158,"unless you're a fanatic , the best advice is : 'scooby' don't . ",0
1159,a cautionary tale about the folly of superficiality that is itself endlessly superficial . ,0
1160,"for single digits kidlets stuart little 2 is still a no brainer . if you're looking to rekindle the magic of the first film , you'll need a stronger stomach than us . ",0
1161,"shreve's graceful dual narrative gets clunky on the screen , and we keep getting torn away from the compelling historical tale to a less-compelling soap opera . ",0
1162,"contains a few big laughs but many more that graze the funny bone or miss it altogether , in part because the consciously dumbed-down approach wears thin . ",0
1163,nothing more than a widget cranked out on an assembly line to see if stupid americans will get a kick out of goofy brits with cute accents performing ages-old slapstick and unfunny tricks . ,0
1164,this is a film tailor-made for those who when they were in high school would choose the cliff-notes over reading a full-length classic . ,0
1165,the movie is undone by a filmmaking methodology that's just experimental enough to alienate the mainstream audience while ringing cliched to hardened indie-heads . ,0
1166,"a jumbled fantasy comedy that did not figure out a coherent game plan at scripting , shooting or post-production stages . ",0
1167,a sad and rote exercise in milking a played-out idea -- a straight guy has to dress up in drag -- that shockingly manages to be even worse than its title would imply . ,0
1168,"personal velocity ought to be exploring these women's inner lives , but it never moves beyond their surfaces . ",0
1169,"we hate [madonna] within the film's first five minutes , and she lacks the skill or presence to regain any ground . ",0
1170,"sounding like arnold schwarzenegger , with a physique to match , [ahola] has a wooden delivery and encounters a substantial arc of change that doesn't produce any real transformation . ",0
1171,"two big things are missing -- anything approaching a visceral kick , and anything approaching even a vague reason to sit through it all . ",0
1172,a fascinating but choppy documentary . ,0
1173,scarcely worth a mention apart from reporting on the number of tumbleweeds blowing through the empty theatres graced with its company . ,0
1174,"the doofus-on- the-loose banter of welcome to collinwood has a cocky , after-hours loopiness to it . and as with most late-night bull sessions , eventually the content isn't nearly as captivating as the rowdy participants think it is . ",0
1175,"too stagey , talky -- and long -- for its own good . ",0
1176,apparently reassembled from the cutting-room floor of any given daytime soap . ,0
1177,the sinister inspiration that fuelled devito's early work is confused in death to smoochy into something both ugly and mindless . ,0
1178,"despite auteuil's performance , it's a rather listless amble down the middle of the road , where the thematic ironies are too obvious and the sexual politics too smug . ",0
1179,director boris von sychowski instead opts for a routine slasher film that was probably more fun to make than it is to sit through . ,0
1180, . . . little more than a well-acted television melodrama shot for the big screen . ,0
1181,never comes together as a coherent whole . ,0
1182,an unintentionally surreal kid's picture . . . in which actors in bad bear suits enact a sort of inter-species parody of a vh1 behind the music episode . ,0
1183,"first , for a movie that tries to be smart , it's kinda dumb . and second , what's with all the shooting ? ",0
1184,don't even bother to rent this on video . ,0
1185,"there is something in full frontal , i guess , about artifice and acting and how it distorts reality for people who make movies and watch them , but like most movie riddles , it works only if you have an interest in the characters you see . ",0
1186,this is the kind of movie that gets a quick release before real contenders arrive in september . ,0
1187,"not counting a few gross-out comedies i've been trying to forget , this is the first film in a long time that made me want to bolt the theater in the first 10 minutes . ",0
1188,"plays like one long , meandering sketch inspired by the works of john waters and todd solondz , rather than a fully developed story . ",0
1189,"the film doesn't have enough innovation or pizazz to attract teenagers , and it lacks the novel charm that made spy kids a surprising winner with both adults and younger audiences . ",0
1190,a mawkish self-parody that plays like some weird masterpiece theater sketch with neither a point of view nor a compelling reason for being . ,0
1191,an average b-movie with no aspirations to be anything more . ,0
1192,"bartlett's hero remains a reactive cipher , when opening the man's head and heart is the only imaginable reason for the film to be made . ",0
1193,gibney and jarecki just want to string the bastard up . ,0
1194,"the plot is plastered with one hollywood cliche after another , most of which involve precocious kids getting the better of obnoxious adults . ",0
1195,less worrying about covering all the drama in frida's life and more time spent exploring her process of turning pain into art would have made this a superior movie . ,0
1196,a film that suffers because of its many excesses . ,0
1197,too bland and fustily tasteful to be truly prurient . ,0
1198,"in any case , i would recommend big bad love only to winger fans who have missed her since 1995's forget paris . but even then , i'd recommend waiting for dvd and just skipping straight to her scenes . ",0
1199,"depicts the sorriest and most sordid of human behavior on the screen , then laughs at how clever it's being . ",0
