the_geom,stop_code,stop_id,stop_desc,stop_name,stop_lat,OBJECTID_1,stop_lon,ROUTE,ROUTENAME,DIRECTION,STREETNAME,CROSSSTREE,LABEL
POINT (-82.95148402603182 42.437038154905395),KLLASB,9110,Kelly Rd & Kenosha Ave,KELLY & LAPPIN,42.43703,5263,-82.95148,,,,,,
POINT (-82.95218402617238 42.43611815470948),KLMA2SB,9111,Kelly Rd & Maddelein St,KELLY & MADELEIN,42.43611,5264,-82.95218,,,,,,
POINT (-82.95108002562704 42.43363815431639),MRRAEB,9114,Moross Rd & Duchess Ave,MOROSS & RIAD,42.43363,5265,-82.951076,,,,,,
POINT (-82.94911402495 42.432794154254495),MRLA1EB,9116,Moross Rd & Laing Ave,MOROSS & LAING,42.432786,5266,-82.94911,,,,,,
POINT (-82.94681802415982 42.431814154183115),MRLA2EB,9118,Moross Rd & Lansdowne St,MOROSS & LANSDOWNE,42.431806,5267,-82.946814,,,,,,
POINT (-82.94492502351194 42.431050154132095),MRRO1EB,9120,Moross Rd & Rossiter St,MOROSS & ROSSITER,42.431042,5268,-82.944921,,,,,,
POINT (-82.9414320223098 42.429559154023494),MRBE1EB,9123,Moross Rd & Beaconsfield Ave,MOROSS & BEACONSFIELD,42.429551,5269,-82.941428,,,,,,
POINT (-82.93575402035911 42.42717715385424),MRPEWB,9129,Moross Rd & Peerless Ave,MOROSS & PEERLESS,42.427169,5270,-82.93575,,,,,,
POINT (-82.93365401964428 42.426377153806115),MRMAEB,9130,Moross Rd & Duprey St,MOROSS & DUPREY,42.426369,5271,-82.93365,,,,,,
POINT (-82.93146801889476 42.42547815374415),MRSAEB,9132,Moross Rd & Sanilac Ave,MOROSS & SANILAC,42.42547,5272,-82.931464,,,,,,
POINT (-82.92853801788286 42.42418415364514),MRFOEB,9134,Moross Rd & Alstead St,MOROSS & I-94,42.424176,5273,-82.928534,,,,,,
POINT (-82.92477701659628 42.42267315354483),MRTYSB,9137,Moross Rd & Tyrone St,MOROSS & TYRONE,42.422665,5274,-82.924773,,,,,,
POINT (-82.99322103680866 42.41130514842291),GRWFWB,9152,Gratiot Ave & Wilfred St,GRATIOT & WILFRED,42.411297,5275,-82.993217,,,,,,
POINT (-83.16799508642266 42.358792131127885),JYMYWB,9171,Joy Rd & Meyers Rd,JOY ROAD & MEYERS,42.358784,5276,-83.167991,,,,,,
POINT (-83.07403205551152 42.33534913119057),ROSPNB,9210,Rosa Parks Blvd & Spruce St,ROSA PARKS & SPRUCE,42.335341,5277,-83.074028,,,,,,
POINT (-83.09339106413273 42.36756313607564),ROLGNB,9229,Rosa Parks Blvd & S La Salle Gdns,ROSA PARKS & LASALLE GARDENS N,42.367555,5278,-83.093387,,,,,,
POINT (-83.21174809983228 42.35781912896828),JYMOEB,9230,Joy Rd & Memorial St,JOY ROAD & MEMORIAL,42.357811,5279,-83.211744,,,,,,
POINT (-83.2057800943097 42.31313912125398),MNAMEB,9411,Michigan Ave & American Rd,MICHIGAN & AMERICAN ROAD,42.313131,5280,-83.205776,,,,,,
POINT (-83.20236209333807 42.314132121586525),MNMEEB,9412,Michigan Ave & Mercury Dr,MICHIGAN & MERCURY DRIVE,42.314124,5281,-83.202358,,,,,,
POINT (-83.2008110928976 42.3145881217384),MNHKEB,9413,Michigan Ave & Korte St,MICHIGAN & HINKEL,42.31458,5282,-83.200807,,,,,,
POINT (-83.1969160917892 42.3157061221149),MNPAEB,9415,Michigan Ave & Palmer St,MICHIGAN & PALMER,42.315698,5283,-83.196912,,,,,,
POINT (-83.19180009034929 42.317369122644244),MNFIEB,9416,Michigan Ave & Firestone St,MICHIGAN & FIRESTONE,42.317361,5284,-83.191796,,,,,,
POINT (-83.18211608758882 42.3200961235708),MNSCEB,9420,Michigan Ave & Schlaff St,MICHIGAN & SCHLAFF,42.320088,5285,-83.182112,,,,,,
POINT (-83.17350608514147 42.322608124410216),MNBIEB,9423,Michigan Ave & Bingham St,MICHIGAN & BINGHAM,42.3226,5286,-83.173502,,,,,,
POINT (-83.17129508450978 42.323215124618855),MNLSEB,9424,Michigan Ave & Lois St,MICHIGAN & LOIS,42.323207,5287,-83.171291,,,,,,
POINT (-83.16909708388668 42.323877124836876),MNOAEB,9425,Michigan Ave & Oakman Blvd,MICHIGAN & OAKMAN,42.323869,5288,-83.169093,,,,,,
POINT (-83.16661808319454 42.32475312510589),MNMIEB,9426,Michigan Ave & Miller Rd,MICHIGAN & MILLER,42.324745,5289,-83.166614,,,,,,
POINT (-83.16675208324612 42.324878125122105),MNMIWB,9427,Michigan Ave & Miller Rd,MICHIGAN & MILLER,42.32487,5290,-83.166748,,,,,,
POINT (-83.16923108394049 42.32402912485799),MNOAWB,9428,Michigan Ave & Oakman Blvd,MICHIGAN & OAKMAN,42.324021,5291,-83.169227,,,,,,
POINT (-83.17140508455545 42.32335812463952),MNREWB,9429,Michigan Ave & Reuter St,MICHIGAN & REUTER,42.32335,5292,-83.171401,,,,,,
POINT (-83.18011308703024 42.32081112378945),MNMIWB,9432,Michigan Ave & Middlesex St,MICHIGAN & MIDDLESEX,42.320803,5293,-83.180109,,,,,,
POINT (-83.18265308775807 42.32014112355453),MNSCWB,9433,Michigan Ave & Schlaff St,MICHIGAN & SCHLAFF,42.320133,5294,-83.182649,,,,,,
POINT (-83.18560808859603 42.31925612326236),MNCHWB,9434,Michigan Ave & Chase Rd,MICHIGAN & CHASE,42.319248,5295,-83.185604,,,,,,
POINT (-83.18762308918252 42.31883512309572),MNTEWB,9435,Michigan Ave & Ternes St,MICHIGAN & TERNES,42.318827,5296,-83.187619,,,,,,
POINT (-83.19001708985571 42.31804912284663),MNMEWB,9436,Michigan Ave & Mead St,MICHIGAN & MEAD,42.318041,5297,-83.190013,,,,,,
POINT (-83.20653709454005 42.31310312121322),MNAMWB,9438,Michigan Ave & American Rd,MICHIGAN & AMERICAN ROAD,42.313095,5298,-83.206533,,,,,,
POINT (-82.99939403665557 42.3862621436684),CDBANB,9467,Cadillac Ave & Barker Ave,CADILLAC & BARKER,42.386254,5299,-82.99939,,,,,,
POINT (-83.10239406928098 42.39632414080608),GLHAWB,9469,Glendale St & Hamilton Ave,GLENDALE & HAMILTON,42.396316,5300,-83.10239,,,,,,
POINT (-83.26268812022734 42.41449113676273),6MRFWB,9473,W Mcnichols Rd & Redford St,MCNICHOLS & REDFORD,42.414483,5301,-83.262684,,,,,,
POINT (-83.07106505618273 42.35466413477963),AHWRNB,9474,3rd Ave & 3rd St,Anthony Wayne Drive & Warren,42.354656,5302,-83.071061,,,,,,
POINT (-83.07105405613815 42.35416313469055),AHWRSB,9475,3rd St & W Warren Ave,Anthony Wayne Drive &  Warren,42.354155,5303,-83.07105,,,,,,
POINT (-83.0471140466646 42.328747131224965),LRSBEB,9478,Larned St & Shelby St,LARNED & SHELBY,42.328739,5304,-83.04711,,,,,,
POINT (-83.31382313226278 42.36959212642609),PYINWB,9488,Plymouth Rd & Inkster Rd,Plymouth & Inkster Rd.,42.369584,5305,-83.313819,,,,,,
POINT (-83.10173707038409 42.41214614366062),WDMDSB,9513,Woodward Ave & Midland St,WOODWARD & MIDLAND,42.412138,5306,-83.101733,,,,,,
POINT (-83.28290812283659 42.3707871280475),PYDXWB,9535,Plymouth Rd & Dixie,PLYMOUTH & DIXIE,42.370779,5307,-83.282904,,,,,,
POINT (-83.29137712543019 42.37059412762746),PYFAWB,9536,Plymouth Rd & Farley,PLYMOUTH & FARLEY,42.370586,5308,-83.291373,,,,,,
POINT (-83.28684312404077 42.37068612785035),PYBRWB,9537,Plymouth Rd & Brady,PLYMOUTH & BRADY,42.370678,5309,-83.286839,,,,,,
POINT (-83.2952011266 42.370492127435085),PYBEWB,9538,Plymouth Rd & Beech Daly Rd,PLYMOUTH & BEECH DALY,42.370484,5310,-83.295197,,,,,,
POINT (-83.29833012754985 42.3703201272619),PYBWWB,9539,Plymouth Rd & Berwyn,PLYMOUTH & BERWYN,42.370312,5311,-83.298326,,,,,,
POINT (-83.30100612837195 42.37029112713477),PYFOWB,9540,Plymouth Rd & Fordson Hwy,PLYMOUTH & FORDSON HWY,42.370283,5312,-83.301002,,,,,,
POINT (-83.3047201295071 42.37018112694599),PYHEWB,9541,Plymouth Rd & Hemingway Ave,PLYMOUTH & HEMINGWAY,42.370173,5313,-83.304716,,,,,,
POINT (-83.3104511312471 42.36987212662977),PYSAWB,9542,Plymouth Rd & San Jose,PLYMOUTH & SAN JOSE,42.369864,5314,-83.310447,,,,,,
POINT (-83.31885813380538 42.369489126178316),PYDEWB,9543,Plymouth Rd & Deering St,PLYMOUTH & DEERING,42.369481,5315,-83.318854,,,,,,
POINT (-83.32942813704793 42.36932612566738),PYGAWB,9544,Plymouth Rd & Garden Ave,PLYMOUTH & GARDEN,42.369318,5316,-83.329424,,,,,,
POINT (-83.32330613516704 42.36938612595714),PYHAWB,9549,Plymouth Rd & Harrison Rd,PLYMOUTH & HARRISON,42.369378,5317,-83.323302,,,,,,
POINT (-83.02467204080155 42.341705134557245),CHLANB,9558,Chene St & E Lafayette St,CHENE & LAFAYETTE,42.341697,5318,-83.024668,,,,,,
POINT (-83.1344240690816 42.27373011743014),COJFNB,9560,Coolidge Hwy,COOLIDGE & JEFFERSON,42.273722,5319,-83.13442,,,,,,
POINT (-83.15525307571461 42.276332116954656),SFFTNB,9561,S Schaefer Hwy & S Fort St,Schaefer & Fort,42.276324,5320,-83.155249,,,,,,
POINT (-83.1022860728194 42.43956114852737),SRJRSB,9565,E State Fair & John R St,STATE FAIR & JOHN R.,42.439553,5321,-83.102282,,,,,,
POINT (-82.96835402691744 42.384414144739196),CNMKNB,9566,Conner St & Mack Ave,CONNER & MACK,42.384406,5322,-82.96835,,,,,,
POINT (-83.0205920418872 42.3702751398524),GTFOWB,9567,Gratiot Ave & E Forest Ave,GRATIOT & FOREST,42.370267,5323,-83.020588,,,,,,
POINT (-82.99553103720899 42.40749914763851),GTGUWB,9568,Gratiot Ave & Gunston Ave,GRATIOT GUNSTON,42.407491,5324,-82.995527,,,,,,
POINT (-83.17148209465934 42.44539014642254),8MMYWB,9569,W 8 Mile Rd & Meyers Rd,EIGHT MILE & MEYERS,42.445382,5325,-83.171478,,,,,,
POINT (-83.33284913808139 42.369081125467694),PYMBEB,9570,Plymouth Rd & Middlebelt Rd,PLYMOUTH & MIDDLEBELT,42.369073,5326,-83.332845,,,,,,
POINT (-83.3286701368019 42.369175125675014),PYGAEB,9571,Plymouth Rd & Garden Ave,PLYMOUTH & GARDEN,42.369167,5327,-83.328666,,,,,,
POINT (-83.3228781350226 42.36923412594954),PYHAEB,9572,Plymouth Rd & Harrison Rd,PLYMOUTH & HARRISON,42.369226,5328,-83.322874,,,,,,
POINT (-83.30882613073697 42.36975712668328),PYSIEB,9575,Plymouth Rd & Sioux,PLYMOUTH & SIOUX,42.369749,5329,-83.308822,,,,,,
POINT (-83.30432912937403 42.370029126936714),PYHEEB,9576,Plymouth Rd & Hemingway Ave,PLYMOUTH & HEMINGWAY,42.370021,5330,-83.304325,,,,,,
POINT (-83.30076112828311 42.370130127117214),PYROEB,9577,Plymouth Rd & Rockland,PLYMOUTH & ROCKLAND,42.370122,5331,-83.300757,,,,,,
POINT (-83.29834212754018 42.37015912723263),PYBWEB,9578,Plymouth Rd & Berwyn,PLYMOUTH & BERWYN,42.370151,5332,-83.298338,,,,,,
POINT (-83.29479812646257 42.37033212742487),PYBEEB,9579,Plymouth Rd & Beech Daly Rd,PLYMOUTH & BEECH DALY,42.370324,5333,-83.294794,,,,,,
POINT (-83.29093712528349 42.370460127623566),PYFAEB,9580,Plymouth Rd & Farley,PLYMOUTH & FARLEY,42.370452,5334,-83.290933,,,,,,
POINT (-83.28613412381051 42.37054412785731),PYBREB,9581,Plymouth Rd & Brady,PLYMOUTH & BRADY,42.370536,5335,-83.28613,,,,,,
POINT (-83.28267612275172 42.370626128029336),PYDXEB,9582,Plymouth Rd & Dixie St,PLYMOUTH & DIXIE,42.370618,5336,-83.282672,,,,,,
POINT (-83.10175606632698 42.36286513485729),LNHOSB,9586,Linwood St & Hogarth Ave,LINWOOD & HOGARTH,42.362857,5337,-83.101752,,,,,,
POINT (-83.26098811405552 42.34628512467098),TIBR,9589,Sawyer Ave & Chatham St,Tireman & Bramell,42.346277,5338,-83.260984,,,,,,
POINT (-83.06040705257769 42.35081613457324),WDALSB,9604,Woodward Ave & E Alexandrine St,WOODWARD & ALEXANDRINE,42.350808,5339,-83.060403,,,,,,
POINT (-83.08133605952193 42.35673113468474),TRHUSB,9605,Trumbull St & Hudson Ave,TRUMBULL & HUDSON,42.356723,5340,-83.081332,,,,,,
POINT (-83.0821290598615 42.35788513485517),TRSTSB,9607,Trumbull St & Stanley Ave,TRUMBULL & STANLEY,42.357877,5341,-83.082125,,,,,,
POINT (-83.08670206803824 42.43992514929938),SRRISB,9608,E State Fair & Riopelle St,STATE FAIR & RIOPELLE,42.439917,5342,-83.086698,,,,,,
POINT (-83.07865306555611 42.43996214967111),CTODSB,9609,Conant St & E Outer Dr,CONANT & OUTER DRIVE,42.439954,5343,-83.078649,,,,,,
POINT (-83.06712406065813 42.42376214730299),CTMNSB,9610,Conant St & Minnesota St,CONANT & MINNESOTA,42.423754,5344,-83.06712,,,,,,
POINT (-83.06442905950537 42.419877146731636),CTGASB,9611,Conant St & Gaylord St,CONANT & GAYLORD,42.419869,5345,-83.064425,,,,,,
POINT (-83.05977105750307 42.41303914572182),CTLA2SB,9612,Conant St & Lawley St,CONANT & LAWLEY,42.413031,5346,-83.059767,,,,,,
POINT (-83.04763105225318 42.394815143016395),CTHNSB,9613,Conant St & Hanley St,CONANT & HANLEY,42.394807,5347,-83.047627,,,,,,
POINT (-83.04593705153114 42.39239814266119),CTVISB,9614,Conant St & Jacob Ave,CONANT & VINCENT,42.39239,5348,-83.045933,,,,,,
POINT (-83.04436605085462 42.39007114231646),CTMISB,9615,Conant St,CONANT & MISSANT,42.390063,5349,-83.044362,,,,,,
POINT (-83.04566905144475 42.39235314266523),CTCPNB,9616,Conant St & Christopher Ave,CONANT & CHRISTOPHER,42.392345,5350,-83.045665,,,,,,
POINT (-83.04748405222539 42.39502914306126),CTHANB,9617,Conant St & Hanley St,CONANT & HANLEY,42.395021,5351,-83.04748,,,,,,
POINT (-83.05775905664935 42.410219145309384),CTSONB,9618,Conant St & Sobieski St,CONANT & SOBIESKI,42.410211,5352,-83.057755,,,,,,
POINT (-83.07238106291314 42.431414148430356),CTKANB,9619,Conant St & Kalsh St,CONANT & KALSH,42.431406,5353,-83.072377,,,,,,
POINT (-83.0756140642841 42.435925149088696),CTEMNB,9620,Conant St & Emery St,CONANT & EMERY,42.435917,5354,-83.07561,,,,,,
POINT (-83.0158960390124 42.352917136959626),MTKENB,9621,Mount Elliott Ave & Kercheval St,MOUNT ELLIOTT & KERCHEVAL,42.352909,5355,-83.015892,,,,,,
POINT (-83.02582904126584 42.34301213473891),CHMASB,9622,Chene St & Macomb St,CHENE & MACOMB,42.343004,5356,-83.025825,,,,,,
POINT (-83.02763104161393 42.34047513420352),LFSTSB,9623,E Lafayette St & Trevor Pl,LAFAYETTE & STAFFORD PL.,42.340467,5357,-83.027627,,,,,,
POINT (-83.03593904453764 42.34485913461297),ATORSB,9624,Antietam Ave & Orleans St,ANTIETAM & ORLEANS,42.344851,5358,-83.035935,,,,,,
POINT (-83.0376290448979 42.34289313418492),16ATSB,9625,Antietam Ave & Orleans St,1600 ANTIETAM,42.342885,5359,-83.037625,,,,,,
POINT (-83.04368404600342 42.33359113224684),LFBRSB,9626,E Lafayette St & Brush St,LAFAYETTE & BRUSH,42.333583,5360,-83.04368,,,,,,
POINT (-83.02753304156977 42.340305134177584),LFTREB,9627,E Lafayette St & Trevor Pl,LAFAYETTE & TREVOR PL.,42.340297,5361,-83.027529,,,,,,
POINT (-83.02573004125588 42.343263134788295),CHMANB,9628,Chene St & Elmwood Park Dr,CHENE & MACOMB,42.343255,5362,-83.025726,,,,,,
POINT (-82.97579503337023 42.43492615342963),7MCHEB,9632,E 7 Mile Rd & Chalmers St,7 MILE & CHALMERS,42.434918,5363,-82.975791,,,,,,
POINT (-82.97821703411743 42.434912153317676),7MGT2EB,9633,E 7 Mile Rd & Gratiot Ave,7 MILE & GRATIOT,42.434904,5364,-82.978213,,,,,,
POINT (-83.16822209245744 42.43096114399856),7MMVEB,9634,W 7 Mile Rd & Monte Vista St,7MILE & MONTE VISTA,42.430953,5365,-83.168218,,,,,,
POINT (-83.11468607603459 42.43215514664353),7MWDEB,9635,W 7 Mile Rd & Woodward Ave,7MILE & WOODWARD,42.432147,5366,-83.114682,,,,,,
POINT (-82.93053001827165 42.421424153062055),HRMAEB,9636,Harper Ave & Marseilles St,HARPER & MARSEILLES,42.421416,5367,-82.930526,,,,,,
POINT (-83.00241204155584 42.43446815214417),7MANWB,9637,E 7 Mile Rd & Annott St,7 MILE & ANNOTT,42.43446,5368,-83.002408,,,,,,
POINT (-83.11506507616414 42.43230714665345),7MWDWB,9638,W 7 Mile Rd & Woodward Ave,7MILE & WOODWARD(NEAR SIDE),42.432299,5369,-83.115061,,,,,,
POINT (-83.05861405393289 42.3740321388055),MIRUEB,9639,E Milwaukee St & Russell St,MILWAUKEE & RUSSELL,42.374024,5370,-83.05861,,,,,,
POINT (-83.05499305293706 42.37551313923399),MIRREB,9640,E Milwaukee St & Conrail Railroad,MILWAUKEE &  R/R CONRAIL,42.375505,5371,-83.054989,,,,,,
POINT (-83.052792052337 42.37647713950582),MIEGWB,9641,E Milwaukee St & E Grand Blvd,MILWAUKEE & GRAND BLVD,42.376469,5372,-83.052788,,,,,,
POINT (-82.96021102446187 42.385141145236574),MKDRWB,9739,Mack Ave & Lenox St,MACK & DREXEL,42.385133,5373,-82.960207,,,,,,
POINT (-82.96222902505255 42.384743145074346),MKDIWB,9773,Mack Ave & Dickerson St,MACK & DICKERSON,42.384735,5374,-82.962225,,,,,,
POINT (-83.33308213818582 42.36947512552732),MBPYWB,9775,Middlebelt Rd & Plymouth Rd,Middlebelt & Plymouth,42.369467,5375,-83.333078,,,,,,
POINT (-83.32675113728212 42.38209212806616),MBST,9776,Industrial Rd & Technicolor Rd SE,MIDDLEBELT & SCHOOLCRAFT,42.382084,5376,-83.326747,,,,,,
POINT (-83.08278106225875 42.38456513959415),WDKENB,9777,Woodward Ave & Kenilworth St,WOODWARD & KENILWORTH,42.384557,5377,-83.082777,,,,,,
POINT (-83.07818606024885 42.37737913851815),WDEUSB,9778,Woodward Ave & E Euclid St,WOODWARD & EUCLID,42.377371,5378,-83.078182,,,,,,
POINT (-83.05114604928725 42.34554813404939),BREDSB,9782,Brush St & Edmund Pl,BRUSH & EDMUND PL,42.34554,5379,-83.051142,,,,,,
POINT (-83.0504880489975 42.3444921338902),BRALSB,9783,Brush St & Alfred St,BRUSH & ALFRED,42.344484,5380,-83.050484,,,,,,
POINT (-82.94459701865992 42.37320814380605),CMJFNB,9791,Chalmers St & E Jefferson Ave,CHALMERS & JEFFERSON,42.3732,5381,-82.944593,,,,,,
POINT (-83.03185704290105 42.34026613397537),ORLTSB,9792,Orleans St & Cherboneau Pl,ORLEANS & LAFAYETTE TOWERS,42.340258,5382,-83.031853,,,,,,
POINT (-83.03297704337814 42.341868134211495),ORCESB,9793,Orleans St & Cherboneau Pl,ORLEANS & CHERBONEAU PLACE,42.34186,5383,-83.032973,,,,,,
POINT (-83.03379204374566 42.343282134427746),ORCHSB,9794,Orleans St & Chateaufort Pl,ORLEANS & CHATEAUFORT PLACE,42.343274,5384,-83.033788,,,,,,
POINT (-83.03302004359757 42.344381134659265),STCHNB,9795,Saint Aubin St & Chestnut,ST AUBIN & CHESTNUT,42.344373,5385,-83.033016,,,,,,
POINT (-83.03210804318908 42.342833134423415),STTHNB,9796,Saint Aubin St & Thornhill Pl,ST AUBIN & THORNHILL PLACE,42.342825,5386,-83.032104,,,,,,
POINT (-83.03052504250817 42.34048813407526),STLANB,9797,Saint Aubin St & E Lafayette St,ST AUBIN & LAFAYETTE,42.34048,5387,-83.030521,,,,,,
POINT (-83.07645605770844 42.35298813423615),WRMIWB,9798,1300 W Warren Ave,WARREN & MID BLOCK 1,42.35298,5388,-83.076452,,,,,,
POINT (-83.12782507286913 42.34464513041981),WRMIWB,9799,6160 W Warren Ave & Chesapeake and Ohio Railway,WARREN & MID BLOCK 2,42.344637,5389,-83.127821,,,,,,
POINT (-83.07496905706937 42.3507951339112),FOBREB,9801,W Forest Ave & Brooklyn St,FOREST & BROOKLYN,42.350787,5390,-83.074965,,,,,,
POINT (-82.95396602080827 42.364112141756166),NAMINB,9802,Navahoe St & Freud St,NAVAHOE & MID BLOCK,42.364104,5391,-82.953962,,,,,,
POINT (-82.95203002060438 42.368920142703786),DIMISB,9803,Dickerson St & Freud St,DICKERSON & MID BLOCK,42.368912,5392,-82.952026,,,,,,
POINT (-82.9407190167563 42.364596142439716),LAAVSB,9804,Lakewood St & Avondale St,LAKEWOOD & AVONDALE,42.364588,5393,-82.940715,,,,,,
POINT (-82.93948501662118 42.36759914303274),ESMASB,9805,Essex Ave & Marlborough St,ESSEX & MARLBOROUGH,42.367591,5394,-82.939481,,,,,,
POINT (-82.93743101603104 42.368140143222114),MAESSB,9806,Manistique St & Essex Ave,MANISTIQUE & ESSEX,42.368132,5395,-82.937427,,,,,,
POINT (-82.93535301512874 42.3649611427468),MAAVSB,9807,Manistique St & Avondale St,MANISTIQUE & AVONDALE,42.364953,5396,-82.935349,,,,,,
POINT (-83.072189057638 42.368143137138745),WDBASB,9808,Woodward Ave & W Baltimore St,WOODWARD & BALTIMORE,42.368135,5397,-83.072185,,,,,,
POINT (-82.9659710258587 42.38048314414365),CNGOWB,9809,Conner St & Goethe St,CONNER & GOETHE,42.380475,5398,-82.965967,,,,,,
POINT (-83.2390401146106 42.43467014143644),EVSMSB,9810,Evergreen Rd & Saint Martins Ave,EVERGREEN & SAINT MARTINS,42.434662,5399,-83.239036,,,,,,
POINT (-83.10418007054453 42.404957142266525),3RMASB,9811,3rd St & Manchester St,THIRD & MANCHESTER,42.404949,5400,-83.104176,,,,,,
POINT (-83.10280206991102 42.40243414187856),3RPASB,9812,3rd St & Pasadena St,THIRD & PASADENA,42.402426,5401,-83.102798,,,,,,
POINT (-83.10121506924773 42.40033114157504),3RWASB,9813,3rd St & Waverly St,THIRD & WAVERLY,42.400323,5402,-83.101211,,,,,,
POINT (-83.09959306854189 42.39784314120426),3RAVSB,9814,W Buena Vista St & Avalon St,THIRD & AVALON,42.397835,5403,-83.099589,,,,,,
POINT (-83.10058406876514 42.396842140980624),GLMIWB,9815,Glendale St & Hamilton Ave,GLENDALE & MID - BLOCK,42.396834,5404,-83.10058,,,,,,
POINT (-83.10694407131281 42.403930141957886),MHHMEB,9816,Manchester St & Hamilton Ave,MANCHESTER & HAMILTON,42.403922,5405,-83.10694,,,,,,
POINT (-83.10839006921368 42.37306513637971),CLLIWB,9817,Clairmount St & Linwood St,CLAIRMOUNT & LINWOOD,42.373057,5406,-83.108386,,,,,,
POINT (-83.27263012329179 42.41448513630849),6MRDWB,9818,W Mcnichols Rd & W Riverdale Dr,MCNICHOLS & W RIVERDALE DR,42.414477,5407,-83.272626,,,,,,
POINT (-83.13885907824034 42.368539134190435),GRLVEB,9819,Grand River Ave & Livernois Ave,GRAND RIVER & LIVERNOIS,42.368531,5408,-83.138855,,,,,,
POINT (-83.13539008043291 42.40807014140649),BDMINB,9834,Belden St & Midland Ave,BELDEN & MIDBLOCK,42.408062,5409,-83.135386,,,,,,
POINT (-83.01235703743545 42.34701013606235),LAMOWB,9835,E Lafayette St & Mount Elliott Ave,LAFAYETTE & MOUNT ELLIOTT,42.347002,5410,-83.012353,,,,,,
POINT (-83.03776804476037 42.34069313378494),ATLEWB,9836,Antietam Ave & Rivard St,ANTIETAM & LELAND LOFTS,42.340685,5411,-83.037764,,,,,,
POINT (-83.05669105051645 42.33967813274869),CLHENB,9837,Clifford St & E Henry St,CLIFFORD & HENRY,42.33967,5412,-83.056687,,,,,,
POINT (-83.05738605080882 42.340627132887086),CLLENB,9838,Clifford St,CLIFFORD & LEDYARD,42.340619,5413,-83.057382,,,,,,
POINT (-83.25287011720368 42.414531137217125),6MGREB,9839,W Mcnichols Rd & Grand River Ave,MCNICHOLS & GRAND RIVER,42.414523,5414,-83.252866,,,,,,
POINT (-82.91696101321166 42.410877151788924),WRRAEB,9842,E Warren Ave & Radnor Ave,WARREN & RADNOR,42.410869,5415,-82.916957,,,,,,
POINT (-82.94790002184281 42.39956314837083),WRSSEB,9843,E Warren Ave & Somerset Ave,WARREN & SOMERSET,42.399555,5416,-82.947896,,,,,,
POINT (-83.07288405568671 42.34179613239587),MATREB,9846,Martin Luther King Jr Blvd & Cochrane St,MARTIN LUTHER KING BLVD & TRUMBULL,42.341788,5417,-83.07288,,,,,,
POINT (-83.04047504489183 42.332111132126855),BELANB,9853,Beaubien St & Larned St,BEAUBIEN & LARNED,42.332103,5418,-83.040471,,,,,,
POINT (-83.27661612449367 42.41416113606907),6MTEEB,9860,W Mcnichols Rd & Telegraph Rd,Mc Nichols & Telegraph,42.414153,5419,-83.276612,,,,,,
POINT (-83.02265804449675 42.394256144045976),VABANB,9884,Van Dyke St & Badger St,VAN DYKE & BADGER,42.394248,5420,-83.022654,,,,,,
POINT (-83.11660706705314 42.31597612579937),VEWAEB,9885,W Vernor Hwy & Waterman St,VERNOR & WATERMAN,42.315968,5421,-83.116603,,,,,,
POINT (-83.126409077229 42.40283314087931),FKLNEB,9908,Fenkell St & Linwood St,FENKELL & LINWOOD,42.402825,5422,-83.126405,,,,,,
POINT (-83.27572412066621 42.3713111284681),TEPYSB,9909,Telegraph Rd & Plymouth Rd,TELEGRAPH & PLYMOUTH,42.371303,5423,-83.27572,,,,,,
POINT (-83.28493512813738 42.427152138004566),GRGVEB,9912,Grand River Ave & Grandview Ave,GRAND RIVER & GRANDVIEW,42.427144,5424,-83.284931,,,,,,
POINT (-83.27218912314261 42.41432513630009),6MRDEB,9923,W Mcnichols Rd & W Riverdale Dr,MCNICHOLS & W RIVERDALE DR,42.414317,5425,-83.272185,,,,,,
POINT (-83.0486260486319 42.34703813442981),WISARB,9934,Wilkins St & Saint Antoine St,WILKINS & SAINT ANTIONE,42.34703,5426,-83.048622,,,,,,
POINT (-83.13075906834882 42.27857511846358),WJVINB,9936,W Jefferson Ave & Victoria St,WEST JEFFERSON & VICTORIA,42.278567,5427,-83.130755,,,,,,
POINT (-83.13166306852129 42.277279118190584),WJCINB,9937,W Jefferson Ave & E Cicotte St,WEST JEFFERSON & W.CICOTTE,42.277271,5428,-83.131659,,,,,,
POINT (-83.132665068724 42.27598311791317),WJPLNB,9938,W Jefferson Ave & W Pleasant St,WEST JEFFERSON & W.PLEASANT,42.275975,5429,-83.132661,,,,,,
POINT (-83.13375206895212 42.274678117630316),WJLINB,9939,W Jefferson Ave & Linden St,WEST JEFFERSON & LINDEN,42.27467,5430,-83.133748,,,,,,
POINT (-83.13372806892131 42.27439211758013),WJHRSB,9940,W Jefferson Ave & E Henry St,WEST JEFFERSON & E.HENRY,42.274384,5431,-83.133724,,,,,,
POINT (-83.13231106862438 42.27609911794996),WJEPSB,9941,W Jefferson Ave & E Pleasant St,WEST JEFFERSON & E.PLEASANT,42.276091,5432,-83.132307,,,,,,
POINT (-83.13042906825298 42.278647118491385),WJMISB,9943,W Jefferson Ave & Marion Industrial Hwy,WEST JEFFERSON & MARION INDUST.HWY,42.278639,5433,-83.130425,,,,,,
POINT (-83.04735204882688 42.35420113576868),LERISB,9946,Leland St & Rivard St,LELAND & RIVARD,42.354193,5434,-83.047348,,,,,,
